eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/clip_fraction,train/clip_range,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/loss,train/n_updates,train/entropy_loss,train/explained_variance,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,time/time_elapsed
27.0,58.760406494140625,172032,,,,,,,,,,,,,,,
27.0,56.35297393798828,173056,0.487353515625,0.2,0.0003,0.11279686,-0.0321417592043872,17.11633013188839,6.475549221038818,840,-3.3564116321504116,0.0,,,,,
27.0,54.839935302734375,174080,,,,,,,,,,,,,,,
27.0,56.1767692565918,175104,0.52548828125,0.2,0.0003,0.13152197,-0.02487773857137654,18.37750513255596,8.932350158691406,850,-3.354906325042248,0.0,,,,,
27.0,53.959190368652344,176128,,,,,,,,,,,,,,,
27.0,53.4877815246582,177152,0.52392578125,0.2,0.0003,0.12816037,-0.02880256186326733,16.94069285392761,5.682931900024414,860,-3.35093819051981,0.0,,,,,
27.0,56.63505554199219,178176,,,,,,,,,,,,,,,
27.0,58.0694465637207,179200,0.485205078125,0.2,0.0003,0.112480864,-0.013403928655316122,19.13334272801876,12.414739608764648,870,-3.35768326073885,0.0,,,,,
27.0,56.12302780151367,180224,,,,,,,,,,,,,,,
27.0,54.055328369140625,181248,0.4701171875,0.2,0.0003,0.10574519,-0.0124075423416798,20.018340784311295,10.415816307067871,880,-3.368443589657545,0.0,,,,,
27.0,56.38569259643555,182272,,,,,,,,,,,,,,,
27.0,56.98421859741211,183296,0.489111328125,0.2,0.0003,0.1234514,-0.0319393246434629,17.266494724154473,6.155282497406006,890,-3.363154907524586,0.0,,,,,
27.0,55.48368453979492,184320,,,,,,,,,,,,,,,
,,184320,,,,,,,,,,,61.01134034999999,518,27.0,90,355
27.0,54.692848205566406,185344,0.451025390625,0.2,0.0003,0.0981976,-0.022938239402719773,19.7409425675869,10.055188179016113,900,-3.367140615731478,0.0,,,,,
27.0,56.27287292480469,186368,,,,,,,,,,,,,,,
27.0,56.16557693481445,187392,0.4607421875,0.2,0.0003,0.08037651,-0.01725723666459089,18.296259331703187,8.904431343078613,910,-3.378476480394602,0.0,,,,,
27.0,56.15550231933594,188416,,,,,,,,,,,,,,,
27.0,56.945884704589844,189440,0.47880859375,0.2,0.0003,0.091939256,-0.025077135673200246,17.366267448663713,8.983985900878906,920,-3.3847629241645336,0.0,,,,,
27.0,59.319984436035156,190464,,,,,,,,,,,,,,,
27.0,57.19489669799805,191488,0.47783203125,0.2,0.0003,0.117235705,-0.02092668939149007,18.867669141292573,7.5348076820373535,930,-3.3891282215714456,0.0,,,,,
27.0,58.85369873046875,192512,,,,,,,,,,,,,,,
27.0,58.699039459228516,193536,0.492041015625,0.2,0.0003,0.10095076,-0.028593970103247556,18.878091204166413,9.108942985534668,940,-3.37917195931077,0.0,,,,,
27.0,57.17362594604492,194560,,,,,,,,,,,,,,,
27.0,54.32829666137695,195584,0.484423828125,0.2,0.0003,0.088025145,-0.03623986533784773,19.069194740056993,6.9900736808776855,950,-3.374530425667763,-1.1920928955078125e-07,,,,,
27.0,53.81102752685547,196608,,,,,,,,,,,,,,,
27.0,59.08434295654297,197632,0.46533203125,0.2,0.0003,0.09927145,-0.02224289797595702,20.219618439674377,10.841888427734375,960,-3.3732218705117702,0.0,,,,,
27.0,55.9127082824707,198656,,,,,,,,,,,,,,,
27.0,58.8099365234375,199680,0.454052734375,0.2,0.0003,0.08647476,-0.021570254096150165,15.7351574331522,7.630748748779297,970,-3.3707180678844453,0.0,,,,,
27.0,61.423858642578125,200704,,,,,,,,,,,,,,,
27.0,54.24854278564453,201728,0.479638671875,0.2,0.0003,0.09712148,-0.019643725274363533,16.781811559200285,8.02651596069336,980,-3.379038143903017,-1.1920928955078125e-07,,,,,
27.0,52.984657287597656,202752,,,,,,,,,,,,,,,
27.0,56.86164855957031,203776,0.468505859375,0.2,0.0003,0.075580865,-0.02919504850287922,16.91270603835583,10.161203384399414,990,-3.3824908666312696,0.0,,,,,
27.0,57.55535888671875,204800,,,,,,,,,,,,,,,
,,204800,,,,,,,,,,,61.685329900000006,518,27.0,100,395
27.0,58.97361755371094,205824,0.480615234375,0.2,0.0003,0.10640673,-0.029641401405388023,19.26846766769886,12.806466102600098,1000,-3.377040859311819,0.0,,,,,
27.0,55.6655387878418,206848,,,,,,,,,,,,,,,
27.0,55.954715728759766,207872,0.431494140625,0.2,0.0003,0.08478157,-0.02298662531102309,15.796591511368751,9.297479629516602,1010,-3.372741337865591,0.0,,,,,
27.0,56.590152740478516,208896,,,,,,,,,,,,,,,
27.0,56.637542724609375,209920,0.446728515625,0.2,0.0003,0.085905425,-0.02420525777124567,14.929116106033325,6.143084526062012,1020,-3.3696574732661246,0.0,,,,,
27.0,53.72757339477539,210944,,,,,,,,,,,,,,,
27.0,57.83379364013672,211968,0.452587890625,0.2,0.0003,0.094805256,-0.03233087156258989,15.710472309589386,6.847393035888672,1030,-3.3644102431833742,1.1920928955078125e-07,,,,,
